"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"HPA","lymph node; non-germinal center cells[≥Low]","HPA:0310441","0.0000010316575106315753","5.986464455741388","6027","384","264","10976","ARHGAP4,ACSS1,EXOSC5,E2F1,CHEK2,LIMD2,MYB,NR2C2AP,MGAT3,LIG1,ASF1B,PIDD1,CKS2,POLD1,RECQL4,EZH2,CENPH,TFAP4,PCNA,KNTC1,RAD54L,TIMELESS,CCDC57,MCM7,LGALS9,FANCG,XRCC1,TRMT1,DDX11,PNCK,MS4A1,ABCA3,KHDC4,MRPS26,TRMT2A,CCDC130,TACC3,LAGE3,DBF4B,FANCL,FCHO1,POC1A,ANO9,JAK3,TYMS,POLR3K,RFC5,MCM3,SOCS1,SNRPB,LRRC45,SIGIRR,TBC1D10C,HAUS1,PABPN1,RELB,HMGB2,RFC4,PUS1,RCCD1,MCM5,THAP7,CHAF1A,ZNF512,CEP78,LUC7L,CDKN2A,FBL,CD22,SPPL2B,PLA2G6,GCDH,GOLGA8A,REC8,SPC24,CDKN2C,ZNF84,PTTG1,PRODH,SLC12A7,RASSF1,CDC7,ASNS,NASP,CENPA,SKA1,RPP25,CDK5RAP3,AURKB,IRF3,TNFRSF14,HELLS,FOXRED2,FEN1,NTHL1,LMO4,SLC25A36,ZNF473,MIS18A,PTPN6,ZMYND19,STMN1,ITGB3BP,RHBDD3,PSIP1,PARP10,TNFRSF4,CCDC77,FAM98C,CHAF1B,ZAP70,CDT1,NUSAP1,ASPSCR1,MICALL2,ERO1B,DTL,MAP4K1,CEP70,CCNF,BOLA1,TSPOAP1,BRCA1,CEP83,CD320,CDC42EP4,SPAG5,BCL2L12,SNRPD2,GOLGA8B,TMEM116,LAMTOR4,TK1,RFXANK,BCL2,CKS1B,ACAP1,ING1,MRI1,NFKBIE,KIF15,NR1H3,RPA2,BLM,MCM2,KCNE3,POLA2,NT5C,CD79B,PHGDH,SEMA6A,TRPM2,PSTPIP1,POLR2H,PPAN,THOC3,HSBP1L1,RENBP,AHCY,PTPN7,CD37,DGKE,TRAF1,PAX5,KIF18B,LAG3,NCAPD2,ARHGAP45,PSMG3,CDK1,BIRC3,TMEM205,SIM2,GMNN,LTB,CDC25B,NPEPL1,IKZF3,CDCA2,DTYMK,MARCKSL1,CBFA2T2,MERTK,SPOCK2,TNFAIP2,PSMG4,RASAL3,TTLL4,FBXO44,IL4I1,BIRC5,GRB7,TMPO,HINT2,FANCI,POU2AF1,MRPS17,NFKB2,FLVCR1,ENGASE,CDC6,PLGRKT,PRKX,MST1R,S1PR5,NEK2,PODXL2,CORO1A,APOBEC3G,CCNL2,CCT6A,ORC1,KIF18A,TRAPPC6A,DHRS3,ABHD11,FANCD2,TCEA2,CIITA,CD40,P2RX4,CD7,ARHGAP26,PHPT1,CHST10,LCK,ABCA2,CENPF,DDIT4,MICAL1,GZMB,RPL19,CD6,IDO1,FADS1,RUNX3,TSPAN33,CD247,METRN,CBX2,SP140,TDRP,CDH23,BRIP1,FXYD6,PRIMA1,NEURL1B,VEGFA,NUP210,PRF1,ADAM23,FXYD3,GLDC,PARM1,ECE1,CCL19,HILPDA,GLI2,GZMA,CTSW,CD48,CARD11,DACT2,IFITM1"
"HPA","colon; mucosal lymphoid cells[≥Medium]","HPA:0131332","0.0000012832689515496261","5.891682313279824","365","384","36","10976","ACSS1,MCM7,MS4A1,IL2RG,TBC1D10C,HMGB2,MCM5,CDK5RAP3,DNASE2,STMN1,PSIP1,UCHL1,MAP4K1,CCNF,SNRPD2,GSDMB,BCL2,RPA2,POLA2,CD79B,APOC1,RENBP,CD37,KIF18B,ARHGAP45,GMNN,IKZF3,TNFAIP2,CORO1A,CD7,CD6,IDO1,RUNX3,SP140,GLDC,CCL19"
"HPA","appendix","HPA:0030000","0.000005242252698806438","5.280482048049458","7795","384","317","10976","PCED1A,ARHGAP4,ACSS1,EXOSC5,E2F1,CHEK2,LIMD2,WDR90,MYB,MGAT3,LIG1,ASF1B,PIDD1,UBXN11,NUDT1,CKS2,POLD1,RECQL4,EZH2,CENPH,TFAP4,PCNA,KNTC1,RAD54L,TIMELESS,CCDC57,MCM7,KIF22,LGALS9,HAUS5,FANCG,XRCC1,TRMT1,DDX11,PNCK,MS4A1,ABCA3,KHDC4,MRPS26,TRMT2A,CCDC130,TACC3,LAGE3,DBF4B,FANCL,C19ORF25,BCL11A,FCHO1,POC1A,ANO9,IQCB1,JAK3,TYMS,POLR3K,CHCHD6,RFC5,CEP95,FANCC,SOCS1,SNRPB,LRRC45,SIGIRR,PSPH,TBC1D10C,HAUS1,KRT8,FADS2,PABPN1,RELB,HMGB2,RFC4,CDC45,PUS1,FBXW9,RCCD1,MCM5,THAP7,CHAF1A,ZNF512,CEP78,KCTD13,LUC7L,CDKN2A,FBL,CD22,PDRG1,SPPL2B,PLA2G6,GCDH,GOLGA8A,KRT15,SPC24,SLC5A6,VCAM1,CDKN2C,KRT18,ZNF84,PTTG1,PRODH,SLC12A7,RASSF1,CDC7,QPCTL,ASNS,NASP,CENPA,SKA1,RPP25,NAPB,TCIM,CDK5RAP3,AURKB,IRF3,TNFRSF14,HELLS,RHPN1,FOXRED2,FEN1,NTHL1,LMO4,C20ORF27,DNASE2,SLC25A36,AP3M2,ZNF473,MIS18A,PTPN6,ENOSF1,ZMYND19,STMN1,RHBDD3,PSIP1,CCDC77,FAM98C,CHAF1B,ZAP70,CDT1,NUSAP1,ASPSCR1,MICALL2,ERO1B,DTL,MAP4K1,CEP70,MIEN1,CCNF,TSPOAP1,BRCA1,CEP83,CDC42EP4,SPAG5,BCL2L12,SNRPD2,GOLGA8B,TMEM116,LAMTOR4,TK1,SLC26A6,ING4,GSDMB,RFXANK,BCL2,CKS1B,ACAP1,ING1,MRI1,KIFC1,NFKBIE,KIF15,NR1H3,RPA2,SAP30,BLM,MCM2,KCNE3,REX1BD,POLA2,NT5C,CD79B,PHGDH,SEMA6A,BCAT2,KRT19,BICDL1,PSTPIP1,POLR2H,PPAN,THOC3,HSBP1L1,RENBP,CSAD,AHCY,PTPN7,CD37,DGKE,UBE2S,TRAF1,PAX5,KIF18B,LAG3,NCAPD2,ARHGAP45,CDK1,BIRC3,TMEM205,SIM2,GMNN,SPSB2,LTB,CDC25B,NPEPL1,IKZF3,CDCA2,DTYMK,KIF2C,MARCKSL1,CBFA2T2,MIF,MERTK,SPOCK2,DDT,TNFAIP2,PSMG4,RASAL3,TTLL4,FBXO44,IL4I1,ZNF74,BIRC5,GRB7,TMPO,DTX2,HINT2,FANCI,POU2AF1,CLK4,MRPS17,NFKB2,EPOP,SLC25A10,FLVCR1,CYP27A1,ENGASE,CDC6,RASD2,PLGRKT,PRKX,MST1R,NEK2,PODXL2,CORO1A,APOBEC3G,LZTR1,CCNL2,EGFR,CCT6A,ORC1,NEDD4L,KIF18A,TRAPPC6A,DHRS3,ABHD11,BATF,FANCD2,TCEA2,CIITA,CD40,P2RX4,CD7,TRAF3IP3,ARHGAP26,PHPT1,TP53,SAPCD2,CHST10,LCK,ABCA2,CENPF,DDIT4,MICAL1,GZMB,RPL19,ESPN,CD6,IDO1,FADS1,RUNX3,KRTCAP3,CD247,METRN,CBX2,SP140,TDRP,CDH23,BRIP1,FXYD6,NOS2,PRIMA1,NEURL1B,VEGFA,NUP210,ADAM23,FXYD3,PARM1,ECE1,CCL19,HILPDA,GLI2,GZMA,CLCN2,CTSW,CD48,CARD11,DACT2,IFITM1,B3GALT5,CLDN3"
"HPA","appendix; germinal center cells[≥Medium]","HPA:0030432","0.000005413369073559177","5.26653236249955","227","384","26","10976","MCM7,MS4A1,TBC1D10C,MCM5,CDK5RAP3,HELLS,PSIP1,NUSAP1,MAP4K1,SNRPD2,BCL2,MCM2,POLA2,CD79B,RENBP,CD37,KIF18B,ARHGAP45,BIRC3,GMNN,TNFAIP2,CD7,CENPF,CD6,SP140,CCL19"
"HPA","tonsil; non-germinal center cells[≥Medium]","HPA:0600442","0.000005413369073559177","5.26653236249955","4174","384","196","10976","ARHGAP4,EXOSC5,E2F1,CHEK2,LIMD2,MYB,LIG1,PIDD1,CKS2,POLD1,EZH2,TFAP4,PCNA,KNTC1,RAD54L,CCDC57,MCM7,LGALS9,XRCC1,DDX11,PNCK,MS4A1,ABCA3,KHDC4,MRPS26,TRMT2A,TACC3,LAGE3,DBF4B,BCL11A,FCHO1,POC1A,JAK3,TYMS,POLR3K,SOCS1,SNRPB,TBC1D10C,PABPN1,HMGB2,RFC4,CDC45,PUS1,RCCD1,MCM5,THAP7,CHAF1A,ZNF512,LUC7L,CDKN2A,FBL,CD22,GCDH,GOLGA8A,REC8,CDKN2C,ZNF84,SLC12A7,RASSF1,CDC7,NASP,CENPA,SKA1,CDK5RAP3,AURKB,IRF3,TNFRSF14,HELLS,FEN1,NTHL1,LMO4,ZNF473,PTPN6,ZMYND19,STMN1,PSIP1,TNFRSF4,CCDC77,CHAF1B,ZAP70,CDT1,ASPSCR1,DTL,MAP4K1,CEP70,CCNF,TSPOAP1,BRCA1,CEP83,SPAG5,SNRPD2,GOLGA8B,LAMTOR4,TK1,RFXANK,BCL2,CKS1B,ACAP1,ING1,MRI1,KIFC1,NFKBIE,KIF15,NR1H3,RPA2,BLM,KCNE3,CD79B,PHGDH,SEMA6A,BCAT2,TRPM2,PSTPIP1,POLR2H,RENBP,CSAD,AHCY,PTPN7,CD37,DGKE,TRAF1,PAX5,KIF18B,NCAPD2,ARHGAP45,CDK1,BIRC3,TMEM205,SIM2,LTB,CDC25B,IKZF3,DTYMK,MARCKSL1,CBFA2T2,MERTK,SPOCK2,TNFAIP2,PSMG4,RASAL3,TTLL4,FBXO44,IL4I1,TMPO,POU2AF1,MRPS17,NFKB2,CYP27A1,ENGASE,PLGRKT,PRKX,MST1R,S1PR5,NEK2,PODXL2,CORO1A,APOBEC3G,CCNL2,KIF18A,TRAPPC6A,DHRS3,CD3D,ABHD11,TCEA2,CIITA,CD40,P2RX4,CD7,TRAF3IP3,LCK,ABCA2,DDIT4,MICAL1,CD6,IDO1,RUNX3,CD247,METRN,SP140,TDRP,CDH23,BRIP1,PRIMA1,NEURL1B,VEGFA,NUP210,PRF1,ECE1,CCL19,GLI2,GZMA,CTSW,CD48,CARD11,DACT2,IFITM1"
"HPA","tonsil; germinal center cells[≥Low]","HPA:0600431","0.000005413369073559177","5.26653236249955","5954","384","258","10976","ARHGAP4,ACSS1,TEDC2,EXOSC5,E2F1,CHEK2,LIMD2,WDR90,MYB,NR2C2AP,MGAT3,LIG1,ASF1B,PIDD1,NUDT1,CKS2,POLD1,RECQL4,EZH2,CENPH,TFAP4,PCNA,KNTC1,RAD54L,TIMELESS,CCDC57,MCM7,KIF22,LGALS9,ALKBH2,FANCG,XRCC1,TRMT1,DDX11,PNCK,MS4A1,ABCA3,KHDC4,MRPS26,TRMT2A,CCDC130,TACC3,LAGE3,DBF4B,ISYNA1,FANCL,BCL11A,FCHO1,POC1A,JAK3,TYMS,POLR3K,RFC5,MCM3,FANCC,PBK,SOCS1,SNRPB,LRRC45,TBC1D10C,HAUS1,RELB,HMGB2,RFC4,CDC45,PUS1,RCCD1,MCM5,THAP7,CHAF1A,KCTD13,LUC7L,CDKN2A,FBL,CD22,SPPL2B,PLA2G6,GCDH,REC8,SPC24,VCAM1,CDKN2C,ZNF84,PTTG1,SLC12A7,CDC7,ASNS,NASP,CENPA,SKA1,RPP25,TCIM,IRF3,TNFRSF14,HELLS,FEN1,NTHL1,LMO4,C20ORF27,DNASE2,SLC25A36,AP3M2,ZNF473,MIS18A,PTPN6,ZMYND19,STMN1,RHBDD3,PSIP1,TNFRSF4,CCDC77,FAM98C,CHAF1B,ZAP70,CDT1,NUSAP1,ERO1B,MAP4K1,CEP70,MIEN1,CCNF,BOLA1,TSPOAP1,BRCA1,CEP83,CDC42EP4,SPAG5,BCL2L12,SNRPD2,TMEM116,LAMTOR4,TK1,SLC26A6,ING4,RFXANK,BCL2,CKS1B,ACAP1,ING1,MRI1,NFKBIE,KIF15,NR1H3,RPA2,SAP30,BLM,MCM2,POLA2,PHGDH,SEMA6A,BCAT2,PSTPIP1,PPAN,THOC3,RENBP,CSAD,AHCY,PTPN7,CD37,DGKE,UBE2S,TRAF1,PAX5,KIF18B,LAG3,NCAPD2,ARHGAP45,CDK1,BIRC3,TMEM205,SIM2,GMNN,SPSB2,LTB,CDC25B,NPEPL1,IKZF3,CDCA2,DTYMK,KIF2C,CBFA2T2,MIF,MERTK,SPOCK2,TNFAIP2,PSMG4,RASAL3,TTLL4,FBXO44,IL4I1,BIRC5,TMPO,DTX2,HINT2,FANCI,POU2AF1,CLK4,NFKB2,FLVCR1,CYP27A1,ENGASE,CDC6,PLGRKT,PRKX,MST1R,NEK2,PODXL2,CORO1A,APOBEC3G,CCNL2,EGFR,CCT6A,NEDD4L,KIF18A,DHRS3,ABHD11,FANCD2,TCEA2,CIITA,CD40,P2RX4,CD7,TRAF3IP3,PHPT1,SAPCD2,CHST10,LCK,ABCA2,CENPF,DDIT4,MICAL1,GZMB,RPL19,CD6,FADS1,KRTCAP3,CD247,METRN,CBX2,SP140,TDRP,CDH23,BRIP1,PRIMA1,NEURL1B,VEGFA,NUP210,PRF1,ADAM23,PARM1,ECE1,CCL19,HILPDA,GLI2,GZMA,CTSW,CARD11,DACT2"
"HPA","tonsil; non-germinal center cells[≥Low]","HPA:0600441","0.00001042417913421224","4.981958134101742","6082","384","261","10976","ARHGAP4,ACSS1,EXOSC5,E2F1,CHEK2,LIMD2,MYB,NR2C2AP,MGAT3,LIG1,ASF1B,PIDD1,UBXN11,CKS2,POLD1,RECQL4,EZH2,TFAP4,PCNA,KNTC1,RAD54L,TIMELESS,CCDC57,MCM7,LGALS9,FANCG,XRCC1,TRMT1,DDX11,PNCK,MS4A1,ABCA3,KHDC4,MRPS26,TRMT2A,CCDC130,TACC3,LAGE3,DBF4B,ISYNA1,FANCL,BCL11A,FCHO1,POC1A,JAK3,TYMS,POLR3K,RFC5,MCM3,CEP95,FANCC,SOCS1,SNRPB,LRRC45,SIGIRR,TBC1D10C,HAUS1,PABPN1,RELB,HMGB2,RFC4,CDC45,PUS1,RCCD1,MCM5,THAP7,CHAF1A,ZNF512,LUC7L,CDKN2A,FBL,CD22,SPPL2B,PLA2G6,GCDH,GOLGA8A,REC8,SPC24,CDKN2C,ZNF84,PTTG1,SLC12A7,RASSF1,CDC7,ASNS,NASP,CENPA,SKA1,RPP25,CDK5RAP3,AURKB,IRF3,TNFRSF14,HELLS,FOXRED2,FEN1,NTHL1,LMO4,SLC25A36,ZNF473,MIS18A,PTPN6,ZMYND19,STMN1,PSIP1,PARP10,TNFRSF4,CCDC77,FAM98C,CHAF1B,ZAP70,CDT1,NUSAP1,ASPSCR1,ERO1B,DTL,MAP4K1,CEP70,MIEN1,CCNF,BOLA1,TSPOAP1,BRCA1,CEP83,CDC42EP4,SPAG5,BCL2L12,SNRPD2,GOLGA8B,LAMTOR4,TK1,ING4,RFXANK,BCL2,CKS1B,ACAP1,ING1,MRI1,KIFC1,NFKBIE,KIF15,NR1H3,RPA2,BLM,MCM2,KCNE3,POLA2,NT5C,CD79B,PHGDH,SEMA6A,BCAT2,TRPM2,PSTPIP1,POLR2H,PPAN,THOC3,RENBP,CSAD,AHCY,PTPN7,CD37,DGKE,TRAF1,PAX5,KIF18B,LAG3,NCAPD2,ARHGAP45,CDK1,BIRC3,TMEM205,SIM2,GMNN,SPSB2,LTB,CDC25B,NPEPL1,IKZF3,CDCA2,DTYMK,MARCKSL1,CBFA2T2,MIF,MERTK,SPOCK2,TNFAIP2,PSMG4,RASAL3,TTLL4,FBXO44,IL4I1,BIRC5,TMPO,DTX2,HINT2,FANCI,POU2AF1,MRPS17,NFKB2,FLVCR1,CYP27A1,ENGASE,PLGRKT,PRKX,MST1R,S1PR5,NEK2,PODXL2,CORO1A,APOBEC3G,CCNL2,ORC1,KIF18A,TRAPPC6A,DHRS3,CD3D,ABHD11,FANCD2,TCEA2,CIITA,CD40,P2RX4,CD7,TRAF3IP3,ARHGAP26,PHPT1,SAPCD2,LCK,ABCA2,DDIT4,MICAL1,GZMB,RPL19,CD6,IDO1,FADS1,RUNX3,TSPAN33,CD247,METRN,CBX2,SP140,TDRP,CDH23,BRIP1,PRIMA1,NEURL1B,VEGFA,NUP210,PRF1,ADAM23,ECE1,CCL19,GLI2,GZMA,CTSW,CD48,CARD11,DACT2,IFITM1"
"HPA","appendix; germinal center cells[≥Low]","HPA:0030431","0.000012090698342748816","4.917548614139774","287","384","29","10976","MCM7,MS4A1,TBC1D10C,MCM5,CDK5RAP3,HELLS,DNASE2,PSIP1,NUSAP1,MAP4K1,CCNF,SNRPD2,BCL2,MCM2,POLA2,CD79B,RENBP,CD37,KIF18B,ARHGAP45,BIRC3,GMNN,CDCA2,TNFAIP2,CD7,CENPF,CD6,SP140,CCL19"
"HPA","lymph node; non-germinal center cells[≥Medium]","HPA:0310442","0.000014282389270717778","4.845199134276177","3966","384","186","10976","ARHGAP4,ACSS1,EXOSC5,E2F1,CHEK2,LIMD2,MYB,NR2C2AP,LIG1,PIDD1,CKS2,POLD1,EZH2,TFAP4,PCNA,KNTC1,RAD54L,CCDC57,MCM7,LGALS9,FANCG,XRCC1,DDX11,PNCK,MS4A1,ABCA3,KHDC4,MRPS26,TRMT2A,TACC3,LAGE3,DBF4B,FCHO1,POC1A,JAK3,TYMS,POLR3K,MCM3,SOCS1,TBC1D10C,PABPN1,RELB,HMGB2,RFC4,MCM5,THAP7,CHAF1A,ZNF512,LUC7L,CDKN2A,SPPL2B,GCDH,REC8,CDKN2C,ZNF84,SLC12A7,RASSF1,CDC7,NASP,CENPA,SKA1,CDK5RAP3,AURKB,TNFRSF14,HELLS,FEN1,NTHL1,LMO4,ZNF473,PTPN6,STMN1,PSIP1,TNFRSF4,CCDC77,CHAF1B,ZAP70,CDT1,NUSAP1,ASPSCR1,ERO1B,MAP4K1,CCNF,BRCA1,CEP83,CD320,SPAG5,BCL2L12,SNRPD2,LAMTOR4,TK1,RFXANK,BCL2,CKS1B,ACAP1,ING1,MRI1,NFKBIE,KIF15,NR1H3,RPA2,BLM,KCNE3,POLA2,CD79B,PHGDH,SEMA6A,TRPM2,PSTPIP1,POLR2H,AHCY,PTPN7,DGKE,TRAF1,PAX5,KIF18B,ARHGAP45,CDK1,BIRC3,TMEM205,SIM2,LTB,CDC25B,IKZF3,DTYMK,MARCKSL1,CBFA2T2,MERTK,SPOCK2,TNFAIP2,PSMG4,RASAL3,FBXO44,IL4I1,TMPO,FANCI,POU2AF1,MRPS17,NFKB2,ENGASE,CDC6,PLGRKT,PRKX,MST1R,S1PR5,NEK2,PODXL2,CORO1A,APOBEC3G,CCNL2,CCT6A,KIF18A,TRAPPC6A,DHRS3,ABHD11,TCEA2,CIITA,CD40,P2RX4,LCK,ABCA2,CENPF,DDIT4,MICAL1,RPL19,CD6,IDO1,FADS1,CD247,METRN,SP140,TDRP,CDH23,NEURL1B,VEGFA,NUP210,PRF1,GLDC,PARM1,ECE1,GLI2,GZMA,CTSW,CD48,CARD11,DACT2,IFITM1"
"HPA","colon; mucosal lymphoid cells[High]","HPA:0131333","0.00007601496024272475","4.119100927304993","155","384","19","10976","IL2RG,TBC1D10C,HMGB2,MCM5,PSIP1,MAP4K1,SNRPD2,BCL2,RPA2,POLA2,APOC1,RENBP,ARHGAP45,IKZF3,TNFAIP2,CORO1A,CD6,IDO1,GLDC"
"HPA","colon; mucosal lymphoid cells[≥Low]","HPA:0131331","0.00011546668444986371","3.9375433044880044","508","384","39","10976","ACSS1,MCM7,MS4A1,IL2RG,TBC1D10C,HMGB2,MCM5,CDK5RAP3,DNASE2,STMN1,PSIP1,UCHL1,MAP4K1,CCNF,SNRPD2,GSDMB,BCL2,RPA2,MCM2,POLA2,CD79B,APOC1,RENBP,CD37,KIF18B,ARHGAP45,BIRC3,GMNN,IKZF3,TNFAIP2,CORO1A,CD7,CD6,IDO1,RUNX3,SP140,FXYD3,GLDC,CCL19"
"HPA","rectum; mucosal lymphoid cells[≥Medium]","HPA:0401332","0.00012946694237338574","3.8878411086295817","398","384","33","10976","ACSS1,MCM7,MS4A1,IL2RG,MCM3,TBC1D10C,HMGB2,MCM5,CDK5RAP3,HELLS,STMN1,PSIP1,UCHL1,MAP4K1,SNRPD2,BCL2,RPA2,MCM2,POLA2,CD79B,RENBP,CD37,ARHGAP45,IKZF3,TNFAIP2,CORO1A,CD7,CD6,IDO1,RUNX3,SP140,GLDC,CCL19"
"HPA","bone marrow","HPA:0040000","0.00039843877483189253","3.399638403993049","6464","384","266","10976","PCED1A,CENPM,ARHGAP4,ACSS1,EXOSC5,E2F1,WDR90,MYB,MGAT3,LIG1,PIDD1,NUDT1,CKS2,POLD1,MEI1,RECQL4,EZH2,TFAP4,PCNA,KNTC1,RAD54L,TIMELESS,CCDC57,MCM7,KIF22,LGALS9,ALKBH2,FANCG,XRCC1,TRMT1,DDX11,PNCK,MS4A1,ABCA3,KHDC4,MRPS26,TRMT2A,CCDC130,IL2RG,TACC3,LAGE3,DBF4B,ISYNA1,FANCL,BCL11A,FCHO1,POC1A,JAK3,TYMS,POLR3K,CHCHD6,RFC5,MCM3,FANCC,SOCS1,SNRPB,NAT9,LRRC45,SIGIRR,HAUS1,FADS2,PABPN1,RELB,HMGB2,RFC4,CDC45,PUS1,FBXW9,RCCD1,MCM5,THAP7,CHAF1A,CEP78,LUC7L,CDKN2A,SPPL2B,PLA2G6,GCDH,REC8,PARPBP,SPC24,CDKN2C,ZNF84,PTTG1,PRODH,SLC12A7,RASSF1,CDC7,ASNS,NASP,CENPA,SKA1,RPP25,TCIM,CDK5RAP3,AURKB,IRF3,TNFRSF14,HELLS,FEN1,NTHL1,LMO4,SLC25A36,AP3M2,ZNF473,MIS18A,PTPN6,ZMYND19,STMN1,ITGB3BP,RHBDD3,PSIP1,PARP10,CCDC77,FAM98C,CHAF1B,ZAP70,CDT1,NUSAP1,ASPSCR1,ERO1B,DTL,POP5,MAP4K1,CEP70,MIEN1,CCNF,BOLA1,TSPOAP1,BRCA1,CEP83,CDC42EP4,SPAG5,BCL2L12,SNRPD2,TMEM116,LAMTOR4,TK1,ING4,RFXANK,BCL2,CKS1B,ACAP1,ING1,MRI1,KIFC1,NFKBIE,KIF15,NR1H3,RPA2,BLM,MCM2,KCNE3,REX1BD,POLA2,NT5C,PHGDH,SEMA6A,TRPM2,PSTPIP1,POLR2H,PPAN,THOC3,HSBP1L1,RENBP,CSAD,AHCY,PTPN7,CD37,DGKE,TRAF1,PAX5,KIF18B,NCAPD2,ARHGAP45,CDK1,BIRC3,TMEM205,SIM2,LTB,CDC25B,NPEPL1,IKZF3,CDCA2,DTYMK,KIF2C,CBFA2T2,MIF,SPOCK2,PSMG4,TTLL4,FBXO44,IL4I1,ZNF74,BIRC5,GRB7,TMPO,DTX2,HINT2,FANCI,POU2AF1,MRPS17,NFKB2,SLC25A10,FLVCR1,ENGASE,CDC6,PLGRKT,PRKX,MST1R,PODXL2,CORO1A,APOBEC3G,LZTR1,CCNL2,CCT6A,ORC1,KIF18A,PSAT1,TRAPPC6A,DHRS3,ABHD11,FANCD2,TCEA2,P2RX4,CD7,TRAF3IP3,PHPT1,CYP4F12,SAPCD2,CHST10,LCK,ABCA2,CENPF,DDIT4,MICAL1,APOE,GZMB,RPL19,CD6,FADS1,RUNX3,TSPAN33,CD247,METRN,CBX2,SP140,TDRP,CDH23,BRIP1,NOS2,NEURL1B,VEGFA,NUP210,ADAM23,SLC15A3,PARM1,ECE1,HILPDA,GLI2,GZMA,CLCN2,CTSW,CD48,DACT2,IFITM1"
"HPA","bone marrow; hematopoietic cells[≥Low]","HPA:0040081","0.00039843877483189253","3.399638403993049","6464","384","266","10976","PCED1A,CENPM,ARHGAP4,ACSS1,EXOSC5,E2F1,WDR90,MYB,MGAT3,LIG1,PIDD1,NUDT1,CKS2,POLD1,MEI1,RECQL4,EZH2,TFAP4,PCNA,KNTC1,RAD54L,TIMELESS,CCDC57,MCM7,KIF22,LGALS9,ALKBH2,FANCG,XRCC1,TRMT1,DDX11,PNCK,MS4A1,ABCA3,KHDC4,MRPS26,TRMT2A,CCDC130,IL2RG,TACC3,LAGE3,DBF4B,ISYNA1,FANCL,BCL11A,FCHO1,POC1A,JAK3,TYMS,POLR3K,CHCHD6,RFC5,MCM3,FANCC,SOCS1,SNRPB,NAT9,LRRC45,SIGIRR,HAUS1,FADS2,PABPN1,RELB,HMGB2,RFC4,CDC45,PUS1,FBXW9,RCCD1,MCM5,THAP7,CHAF1A,CEP78,LUC7L,CDKN2A,SPPL2B,PLA2G6,GCDH,REC8,PARPBP,SPC24,CDKN2C,ZNF84,PTTG1,PRODH,SLC12A7,RASSF1,CDC7,ASNS,NASP,CENPA,SKA1,RPP25,TCIM,CDK5RAP3,AURKB,IRF3,TNFRSF14,HELLS,FEN1,NTHL1,LMO4,SLC25A36,AP3M2,ZNF473,MIS18A,PTPN6,ZMYND19,STMN1,ITGB3BP,RHBDD3,PSIP1,PARP10,CCDC77,FAM98C,CHAF1B,ZAP70,CDT1,NUSAP1,ASPSCR1,ERO1B,DTL,POP5,MAP4K1,CEP70,MIEN1,CCNF,BOLA1,TSPOAP1,BRCA1,CEP83,CDC42EP4,SPAG5,BCL2L12,SNRPD2,TMEM116,LAMTOR4,TK1,ING4,RFXANK,BCL2,CKS1B,ACAP1,ING1,MRI1,KIFC1,NFKBIE,KIF15,NR1H3,RPA2,BLM,MCM2,KCNE3,REX1BD,POLA2,NT5C,PHGDH,SEMA6A,TRPM2,PSTPIP1,POLR2H,PPAN,THOC3,HSBP1L1,RENBP,CSAD,AHCY,PTPN7,CD37,DGKE,TRAF1,PAX5,KIF18B,NCAPD2,ARHGAP45,CDK1,BIRC3,TMEM205,SIM2,LTB,CDC25B,NPEPL1,IKZF3,CDCA2,DTYMK,KIF2C,CBFA2T2,MIF,SPOCK2,PSMG4,TTLL4,FBXO44,IL4I1,ZNF74,BIRC5,GRB7,TMPO,DTX2,HINT2,FANCI,POU2AF1,MRPS17,NFKB2,SLC25A10,FLVCR1,ENGASE,CDC6,PLGRKT,PRKX,MST1R,PODXL2,CORO1A,APOBEC3G,LZTR1,CCNL2,CCT6A,ORC1,KIF18A,PSAT1,TRAPPC6A,DHRS3,ABHD11,FANCD2,TCEA2,P2RX4,CD7,TRAF3IP3,PHPT1,CYP4F12,SAPCD2,CHST10,LCK,ABCA2,CENPF,DDIT4,MICAL1,APOE,GZMB,RPL19,CD6,FADS1,RUNX3,TSPAN33,CD247,METRN,CBX2,SP140,TDRP,CDH23,BRIP1,NOS2,NEURL1B,VEGFA,NUP210,ADAM23,SLC15A3,PARM1,ECE1,HILPDA,GLI2,GZMA,CLCN2,CTSW,CD48,DACT2,IFITM1"
"HPA","rectum; mucosal lymphoid cells[≥Low]","HPA:0401331","0.0004750328180095959","3.3232763857685343","544","384","39","10976","ACSS1,TIMELESS,MCM7,MS4A1,IL2RG,MCM3,TBC1D10C,HMGB2,MCM5,CDK5RAP3,HELLS,STMN1,PSIP1,UCHL1,MAP4K1,CCNF,SNRPD2,BCL2,RPA2,MCM2,POLA2,CD79B,RENBP,CD37,ARHGAP45,BIRC3,IKZF3,TNFAIP2,CORO1A,CD7,CYP4F12,GSTA1,CD6,IDO1,RUNX3,SP140,FXYD3,GLDC,CCL19"
"HPA","appendix; non-germinal center cells[High]","HPA:0030443","0.0004875821402171638","3.311952210656584","105","384","14","10976","MS4A1,TBC1D10C,HMGB2,PSIP1,SNRPD2,BCL2,RPA2,CD79B,CD37,ARHGAP45,IKZF3,CORO1A,CD7,CD6"
